seqnames	start	end
1	8660482	8661212
1	8665447	8665976
1	8672512	8673111
1	867991	868586
1	8711677	8712304
1	8719703	8720341
1	8726718	8727511
1	8727513	8728127
1	8728127	8728910
1	8755530	8756250
1	8756250	8756783
1	8763634	8764197
1	8764934	8765682
1	8797822	8798468
1	879871	880566
1	88202	88964
1	8842789	8843464
1	8844034	8844743
1	8846955	8847618
1	8848121	8848713
1	8848713	8849332
1	8853529	8854158
1	8863470	8864265
1	8869075	8869581
1	887860	888393
1	8883755	8884650
1	8908802	8909516
1	8918136	8918841
1	8919946	8920553
1	8923852	8924592
1	892789	893449
1	8935350	8936006
1	8937158	8937770
1	8937994	8938609
1	8947333	8947853
1	8961598	8962190
1	8974902	8975410
1	8975413	8976091
1	8978016	8978549
1	8978983	8979704
1	8980409	8980981
1	8983445	8984128
1	899512	900217
1	8996227	8996927
1	903575	904298
1	9043691	9044198
1	9065148	9065811
1	9066214	9066782
1	9068190	9068762
1	9068988	9069702
1	9076285	9076984
1	9083164	9083822
1	909390	910233
1	9094954	9095486
1	911854	912462
1	9131880	9132395
1	9132395	9132912
1	9173727	9174324
1	9181752	9182432
1	9192135	9192989
1	9199688	9200226
1	9240497	9241414
1	9258095	9259059
1	9259059	9259591
1	9261170	9261716
1	9262923	9263492
1	9264927	9265801
1	9272622	9273181
1	9273181	9273712
1	9282918	9283514
1	9303736	9304281
1	9304281	9304930
1	932587	933210
1	9327629	9328190
1	9328461	9329112
1	9331571	9332082
1	9332082	9332776
1	933210	934044
1	9338057	9338848
1	9345085	9345622
1	9350001	9350533
1	9353319	9353892
1	9354789	9355407
1	9357636	9358212
1	9358214	9358978
1	9381045	9381569
1	9411633	9412248
1	9420175	9420766
1	9446080	9446757
1	9451766	9452339
1	9454177	9454871
1	9454871	9455461
1	9480994	9481602
1	9492363	9493045
1	9493973	9494543
1	9495136	9495706
1	9499358	9500061
1	9500952	9502013
1	9504104	9504647
1	951747	952553
1	952783	953632
1	9534033	9534861
1	9610751	9611530
1	961601	962111
1	9617271	9617934
1	9627052	9627552
1	9634971	9635473
1	9649030	9649620
1	9649620	9650390
1	9667486	9668191
1	9696298	9696996
1	9698295	9698970
1	970365	971233
1	971455	972013
1	9725181	9725706
1	9725706	9726220
1	9729951	9730582
1	9730582	9731268
1	9739739	9740305
1	9746241	9746770
1	974723	975338
1	9777734	9778361
1	978845	979368
1	9799754	9800488
1	9800747	9801379
1	9811180	9812020
1	981853	982395
1	9824779	9825342
1	9828122	9828693
1	9829572	9830202
1	983372	983915
1	983915	984584
1	9845714	9846354
1	9848646	9849162
1	9849451	9849966
1	9867266	9868200
1	9880085	9880926
1	9884537	9885131
1	9885321	9885880
1	9895800	9896311
1	9919222	9919759
1	9924740	9925379
1	9938041	9938599
1	9938599	9939196
1	9949660	9950267
1	9950668	9951209
1	9952671	9953295
1	9957149	9957657
1	9959827	9960678
1	9975358	9975916
1	9979172	9979883
1	9991529	9992276
2	1002521	1003233
2	1004585	1005209
2	10046420	10046971
2	10051521	10052033
2	10059102	10059989
2	10071004	10071725
2	10071725	10072291
2	10079953	10080601
2	10104321	10104864
2	10104864	10105643
2	10106191	10106844
2	10118404	10118978
2	10119372	10120091
2	10124968	10125477
2	10128180	10128780
2	10129935	10130460
2	10135200	10135784
2	10137433	10138052
2	10138052	10138723
2	10143001	10143509
2	1018365	1018906
2	10191336	10191968
2	1021457	1022017
2	10243474	10243989
2	10272243	10272944
2	10298393	10299001
2	10308764	10309464
2	10310193	10310804
2	10314673	10315451
2	1032475	1033061
2	10325788	10326417
2	10333724	10334431
2	10343503	10344039
2	10350056	10350688
2	10366766	10367347
2	10400476	10401184
2	1040347	1040882
2	10429153	10429701
2	10440201	10440892
2	10443116	10443839
2	10454419	10455054
2	1047510	1048094
2	10487598	10488157
2	1049574	1050336
2	1050336	1050957
2	10505636	10506238
2	1054342	1055109
2	10561325	10561854
2	10585191	10586065
2	10628864	10629412
2	10652925	10653868
2	10666985	10667494
2	10673082	10673616
2	10681832	10682393
2	10683696	10684275
2	10686465	10686970
2	10708055	10708617
2	10738798	10739342
2	10739520	10740075
2	10740830	10741508
2	10757778	10758419
2	10824859	10825480
2	1082529	1083129
2	10832705	10833240
2	10835415	10836068
2	10846684	10847524
2	108499	109108
2	10851438	10852026
2	10852558	10853243
2	10859821	10860342
2	10862254	10862817
2	10890150	10890760
2	10905032	10905598
2	10905801	10906536
2	10907205	10907840
2	109228	109763
2	10930641	10931316
2	10936369	10936993
2	10976555	10977070
2	10988827	10989348
2	10994014	10994634
2	11005334	11006001
2	11010284	11010840
2	11016648	11017169
2	1102192	1102997
2	11045279	11045903
2	11048363	11048929
2	11080886	11081586
2	11090479	11091173
2	11093032	11093630
2	11096051	11096610
2	11097534	11098037
2	11098037	11098558
2	11108655	11109242
2	11113793	11114440
2	1112122	1112694
2	11121805	11122480
2	11125279	11125931
2	11139835	11140459
2	11150324	11150892
2	11159136	11159656
2	11163164	11163776
2	11163776	11164393
2	11170149	11170745
2	11176592	11177458
2	11190906	11191754
2	11196754	11197454
2	11214102	11214617
2	11224848	11225353
2	11242790	11243400
2	11245622	11246355
2	11249429	11249987
2	11270870	11271698
2	11272102	11272866
2	11279006	11279562
2	11279564	11280205
2	1128417	1128979
2	11284436	11285268
2	112925	113557
2	11298711	11299368
2	11308064	11308661
2	11314865	11315518
2	11327081	11327639
2	11328656	11329179
2	11338378	11338914
2	1137239	1137770
2	11380103	11380630
2	11385548	11386448
2	11407803	11408838
2	1141702	1142452
2	11432312	11432971
2	11461605	11462156
2	1146257	1147143
2	11473936	11474539
2	11474539	11475090
2	11478562	11479136
2	11519050	11519628
2	11522489	11523083
2	11545461	11546184
2	11548241	11549173
2	11550668	11551287
2	11564950	11565529
2	11565826	11566364
2	1159721	1160231
2	1161187	1161698
2	11618726	11619337
2	11662974	11663859
2	11664292	11664796
2	11666654	11667223
2	11683418	11683926
2	11685616	11686162
2	11687929	11688447
2	11703668	11704719
2	11728109	11728843
2	11750778	11751387
2	11754510	11755532
2	11755553	11756386
2	11758955	11759824
2	117604	118104
2	11771299	11772039
2	11806725	11807451
2	1185129	1185813
2	11858623	11859142
2	11859142	11859762
2	1188485	1189086
2	11889869	11890444
2	11890444	11891031
2	11893776	11894338
2	11903552	11904402
2	11933197	11933719
2	11940453	11940975
2	11940975	11941518
2	11952063	11952584
2	11954619	11955318
2	11970261	11970981
2	11979877	11980519
2	11984068	11984617
2	11993656	11994548
2	12002259	12002923
2	12003291	12003910
2	12022999	12023654
2	12026105	12026760
2	12027984	12028681
2	12042056	12042675
2	12043161	12043890
2	12049104	12049767
2	12073285	12073835
2	12073835	12074850
2	12090989	12091740
2	12094264	12094936
2	12107137	12107683
2	12112535	12113267
2	12113267	12113902
2	12117576	12118240
2	12120291	12120935
2	12123214	12123800
2	12137390	12137977
2	12152059	12152815
2	12173379	12173939
2	12174338	12174938
2	12185622	12186147
2	12201778	12202519
2	12215907	12216747
2	12223768	12224658
2	12225468	12226094
2	12228253	12228835
2	12235477	12236144
2	12239452	12240053
2	12240053	12240702
2	12270645	12271288
2	12274516	12275340
2	12298245	12298946
2	12298946	12299571
2	12301935	12302435
2	12305639	12306264
2	12321344	12321961
2	12338879	12339564
2	12355926	12356629
2	12377622	12378447
2	12380550	12381319
2	12386233	12386799
2	12390514	12391180
2	12395291	12395792
2	12409102	12410128
2	12419538	12420231
2	12423205	12424071
2	12424071	12424639
2	12430728	12431453
2	12433595	12434133
2	12442415	12443072
2	12477592	12478147
2	12493629	12494496
2	12500274	12500790
2	12521839	12522542
2	12524075	12524912
2	12585189	12585933
2	12593892	12594550
2	1259399	1259972
2	1260265	1260901
2	1263342	1263872
2	12677804	12678589
2	12684923	12685802
2	12688451	12689126
2	12712201	12712791
2	12759374	12760068
2	12771296	12772141
2	12775763	12776289
2	12781036	12781739
2	12799740	12800354
2	12800354	12801020
2	12804583	12805459
2	12813292	12813940
2	1281381	1281968
2	12816632	12817320
2	12817320	12818019
2	12819938	12820505
2	12820742	12821392
2	12824009	12824767
2	12828789	12829526
2	12830009	12830532
2	12867680	12868488
2	12870567	12871266
2	12893589	12894104
2	12898133	12898793
2	12921451	12922114
2	12930487	12930992
2	12946235	12946892
2	12947146	12947645
2	12966060	12966618
2	12967131	12967726
2	12972600	12973164
2	12978570	12979515
2	12987472	12987975
2	12997085	12997667
2	13006228	13007078
2	13013412	13014074
2	13014074	13014575
2	13033080	13033847
2	13036548	13037339
2	13063080	13063750
2	13068269	13069123
2	13072373	13072994
2	13094728	13095364
2	13098408	13098910
2	13102807	13103334
2	131054	131634
2	13113323	13113895
2	13115466	13116079
2	13127136	13127827
2	13129118	13129681
2	13137180	13137803
2	13145795	13146324
2	13163157	13163909
2	13174012	13174657
2	13181703	13182309
2	13190158	13191005
2	13191940	13192584
2	13193912	13194458
2	13263236	13263784
2	13266444	13266961
2	13269360	13269987
2	13274970	13275646
2	13276466	13277092
2	13281670	13282354
2	13295112	13295854
2	13300815	13301454
2	13301795	13302480
2	1330385	1331166
2	13307450	13308062
2	13327263	13327768
2	13332805	13333526
2	13338772	13339627
2	13343516	13344127
2	13349849	13350407
2	13365759	13366285
2	13367099	13367832
2	13378716	13379422
2	13381385	13381995
2	13437498	13438152
2	13463835	13464372
2	13478697	13479355
2	13489753	13490373
2	13495367	13496054
2	13496054	13496583
2	13496769	13497294
2	13513819	13514405
2	13517705	13518217
2	13529562	13530139
2	13553883	13554402
2	13579405	13580125
2	13610369	13610942
2	13622964	13623527
2	13624477	13625125
2	13628084	13628652
2	13631765	13632374
2	13646037	13646798
2	13646798	13647345
2	13649373	13649888
2	13650842	13651643
2	13660970	13661495
2	13673156	13674011
2	13682073	13682658
2	13702436	13702972
2	13717838	13718511
2	13718511	13719135
2	13726413	13726952
2	13738639	13739547
2	13741880	13742387
2	1374888	1375630
2	1375630	1376177
2	13756575	13757210
2	13765688	13766195
2	13777844	13778599
2	13781485	13782081
2	13785050	13785608
2	13786513	13787184
2	1379731	1380259
2	13797432	13798081
2	13800035	13800679
2	13804768	13805325
2	13840191	13840711
2	1384353	1384949
2	13856554	13857174
2	13864584	13865213
2	13865213	13865921
2	13875762	13876287
2	13878453	13879269
2	13891237	13891943
2	13903982	13904897
2	13934879	13935411
2	13968632	13969233
2	13969418	13970032
2	13971260	13972086
2	13983396	13984206
2	13986303	13987126
2	13990835	13991600
2	13995452	13996125
2	13996125	13996980
2	14000975	14001591
2	14001980	14002552
2	14024907	14025646
2	14050994	14051825
2	14060492	14061134
2	14061454	14062088
2	14063760	14064560
2	14074300	14074957
2	14085264	14085926
2	14105215	14105945
2	14115786	14116350
2	14118855	14119384
2	14125040	14125767
2	14125767	14126347
2	14133301	14133947
2	14137049	14137638
2	14150622	14151378
2	1415934	1416639
2	14164896	14165754
2	14178370	14179097
2	14179523	14180054
2	14180054	14180669
2	14191395	14192216
2	1419280	1420013
2	14193573	14194142
2	14195508	14196127
2	14208826	14209688
2	14216196	14216744
2	14247976	14248653
2	14252929	14253777
2	14262985	14263592
2	14282682	14283480
2	14291871	14292440
2	1431231	1431805
2	14328645	14329381
2	14336601	14337234
2	14361874	14362818
2	14367817	14368443
2	14391462	14392104
2	14395260	14395808
2	14415801	14416400
2	14427367	14428145
2	14464662	14465229
2	14481539	14482157
2	1448859	1449385
2	14489473	14490024
2	14491892	14492436
2	14534368	14535020
2	14538379	14539163
2	14541816	14542376
2	14546789	14547360
2	1455034	1455571
2	14558789	14559720
2	14574269	14574855
2	14585086	14585757
2	14585757	14586273
2	14591586	14592206
2	14595249	14596085
2	1462571	1463349
2	14644084	14644702
2	14644785	14645403
2	14651596	14652178
2	14653863	14654408
2	14665011	14666165
2	14684253	14684880
2	14687387	14688047
2	14733189	14734129
2	14735921	14736454
2	14778377	14778929
2	14782146	14782803
2	14803539	14804112
2	14821962	14822488
2	14826202	14826801
2	14826991	14827584
2	14834958	14835462
2	14841976	14842605
2	14851678	14852418
2	14852418	14853079
2	14854972	14855617
2	14856302	14856934
2	14862031	14862543
2	14887844	14888476
2	14920075	14920673
2	14926297	14927136
2	14936272	14936817
2	14943542	14944420
2	14944913	14945812
2	14965104	14965789
2	14982201	14982834
2	14998868	14999392
2	149998	150942
2	15006324	15006830
2	15009486	15010013
2	15015076	15015738
2	15021843	15022376
2	15030204	15030822
2	15036529	15037089
2	1504937	1505447
2	15053182	15053802
2	15057642	15058460
2	15062367	15063091
2	15065976	15066968
2	15072409	15073122
2	15074496	15075204
2	15080772	15081382
2	15081568	15082176
2	15084501	15085019
2	15088505	15089047
2	15091770	15092663
2	15093078	15093681
2	15112521	15113107
2	15125476	15126139
2	15137995	15138547
2	15147989	15148546
2	15152135	15152888
2	15190761	15191424
2	15193354	15193866
2	15206627	15207291
2	15208348	15208859
2	15216544	15217054
2	15227117	15227634
2	15227862	15228495
2	15228495	15229055
2	15230080	15230600
2	15253029	15253706
2	15253991	15254525
2	15263637	15264261
2	15270811	15271350
2	15277983	15278791
2	15280416	15280932
2	15280932	15281760
2	15291738	15292309
2	15296384	15296903
2	15298737	15299336
2	15302152	15302704
2	15314549	15315293
2	15317497	15318005
2	15320300	15321041
2	15337783	15338347
2	15345383	15346009
2	15368448	15368953
2	153860	154360
2	15388267	15389017
2	15409894	15410490
2	15422702	15423396
2	15443632	15444191
2	15444191	15444856
2	15448913	15449660
2	15481269	15481824
2	15484019	15484521
2	15484521	15485193
2	15487504	15488146
2	15492620	15493268
2	15493587	15494214
2	15501221	15502000
2	15507472	15508209
2	15511988	15512505
2	15512836	15513986
2	15514594	15515160
2	15521496	15522071
2	15522071	15522700
2	15522936	15523488
2	15527947	15528519
2	15536121	15536635
2	15560951	15561590
2	15574643	15575193
2	15585030	15585596
2	15585977	15586733
2	15601203	15601733
2	15615405	15615925
2	15615925	15616623
2	15616849	15617415
2	15627077	15627672
2	15634066	15634655
2	15643982	15644501
2	1566716	1567292
2	15672342	15673016
2	1567795	1568331
2	15684977	15685605
2	15688937	15689843
2	15705187	15705714
2	15709266	15709796
2	15717238	15717741
2	1571830	1572472
2	15737324	15737915
2	15750331	15750893
2	1575519	1576061
2	15763019	15763652
2	15764086	15764701
2	15767781	15768462
2	15771422	15771962
2	15773723	15774394
2	15784113	15784818
2	15787387	15787927
2	15790281	15791061
2	15817355	15817882
2	15824854	15825545
2	15825976	15826657
2	15828647	15829219
2	15849705	15850232
2	1585425	1586196
2	15856161	15856946
2	15874854	15875380
2	1587552	1588068
2	15875812	15876316
2	15879503	15880188
2	15883873	15884390
2	15885641	15886232
2	15893296	15894027
2	15925636	15926253
2	15928143	15928704
2	15931036	15931658
2	15950761	15951578
2	15977052	15977765
2	15985822	15986500
2	15988499	15989176
2	15994069	15994694
2	15995415	15996400
2	15998873	15999427
2	16016648	16017593
2	16017593	16018375
2	16046838	16047403
2	16049562	16050201
2	16051536	16052074
2	16054096	16054801
2	16081968	16082891
2	16090084	16090756
2	1609679	1610349
2	16107773	16108414
2	16119102	16119626
2	16122958	16123558
2	16126681	16127284
2	16127469	16128030
2	16144606	16145295
2	16149654	16150687
2	16159712	16160438
2	16186892	16187407
2	16215197	16215983
2	16216438	16217094
2	16221340	16221880
2	16257602	16258216
2	16288752	16289414
2	16289723	16290419
2	16301664	16302248
2	16305947	16306479
2	16328948	16329482
2	16335814	16336641
2	16336641	16337233
2	16342327	16343089
2	16346940	16347496
2	16361058	16361558
2	16364658	16365251
2	16365685	16366281
2	16368451	16369009
2	16369416	16369978
2	16376808	16377522
2	16380708	16381451
2	16413289	16414115
2	16422366	16422979
2	1642518	1643075
2	16432408	16433146
2	16435086	16435840
2	16440837	16441469
2	16445704	16446233
2	16459085	16459666
2	16461567	16462149
2	16485453	16486051
2	16493661	16494340
2	16497740	16498363
2	16504198	16504752
2	16507349	16507930
2	16533743	16534296
2	16540112	16540858
2	16546749	16547424
2	16556364	16556934
2	16560733	16561308
2	16561308	16561870
2	16564536	16565105
2	16566436	16567035
2	16569075	16569626
2	16575458	16576121
2	16582467	16583195
2	16586792	16587394
2	16588246	16588748
2	16608377	16608879
2	16609385	16610143
2	16625275	16626010
2	16629048	16630004
2	16642047	16642747
2	16645140	16645817
2	16646892	16647517
2	16650858	16651706
2	16655236	16655909
2	16658262	16658767
2	16665167	16665815
2	16680400	16681051
2	16681051	16681584
2	16700026	16700577
2	16702921	16703618
2	16705838	16706359
2	16706948	16708024
2	16710594	16711419
2	16731337	16731955
2	16734885	16735599
2	16740818	16741611
2	16749393	16750169
2	16757846	16758508
2	16764441	16765041
2	16765270	16765985
2	16770225	16770779
2	16790552	16791065
2	16801350	16802216
2	1680504	1681020
2	16805327	16805992
2	16812316	16813095
2	16815571	16816178
2	16819130	16819716
2	16821368	16822030
2	1682447	1682995
2	16824917	16825576
2	1684036	1684702
2	16845847	16846375
2	16847688	16848551
2	16850325	16850938
2	16872908	16873472
2	16875308	16875967
2	16882798	16883599
2	16885461	16886045
2	16895409	16896029
2	16906577	16907145
2	16907805	16908402
2	16908402	16908909
2	16909800	16910396
2	16925812	16926353
2	16929305	16930065
2	16930485	16931047
2	16950709	16951406
2	16953674	16954188
2	16968961	16969578
2	16969578	16970084
2	16986419	16986992
2	17028043	17028985
2	17031966	17032594
2	17042293	17043065
2	17061409	17061967
2	17068714	17069328
2	17086981	17087609
2	17090348	17091033
2	17091033	17091985
2	17099109	17099619
2	17100452	17101045
2	17101045	17101677
2	17113392	17113994
2	1711462	1712011
2	17116417	17117076
2	17129787	17130494
2	17136973	17137551
2	17145681	17146287
2	17149862	17150411
2	17161463	17162162
2	17162162	17162897
2	17164216	17164797
2	1717317	1718336
2	17177184	17177841
2	17188834	17189732
2	17196399	17196937
2	17200042	17200724
2	17203021	17203608
2	17204586	17205348
2	17213251	17213986
2	17220257	17220797
2	17221588	17222264
2	17224054	17224899
2	17225219	17225874
2	17240215	17240811
2	17240811	17241523
2	17249972	17250489
2	17255155	17256072
2	17263205	17263949
2	17266116	17266617
2	17268735	17269443
2	17270445	17271103
2	17281703	17282428
2	17299018	17299600
2	17323029	17323606
2	17325971	17326533
2	17349290	17350043
2	17357412	17358145
2	17367024	17367551
2	17369293	17369852
2	17372678	17373567
2	17396246	17397031
2	17402968	17403672
2	1740493	1741025
2	17417224	17418166
2	17427086	17427596
2	17446134	17446928
2	17456578	17457479
2	17457479	17458005
2	17466210	17466730
2	17472858	17473585
2	17474201	17474798
2	17481697	17482432
2	17489257	17489956
2	17493788	17494306
2	17503374	17504080
2	17506214	17506847
2	17508563	17509247
2	17525669	17526441
2	17540594	17541372
2	17541688	17542203
2	17546925	17547545
2	17562738	17563250
2	17571319	17571836
2	17582416	17582963
2	17603399	17604018
2	17613193	17613804
2	17614413	17614950
2	17615713	17616382
2	17619908	17620434
2	17620434	17620941
2	17626785	17627619
2	17634201	17634789
2	17635870	17636378
2	17638514	17639189
2	17645926	17646428
2	17649493	17650082
2	17662443	17663029
2	17667638	17668238
2	17689987	17690610
2	17690979	17691520
2	17695550	17696465
2	17712011	17712727
2	17720316	17721062
2	17728194	17728800
2	17731479	17732054
2	17733789	17734476
2	17739117	17739834
2	17739834	17740348
2	17746048	17746605
2	17754718	17755424
2	17784904	17785538
2	17795555	17796357
2	17800058	17800602
2	17809548	17810280
2	17816694	17817245
2	17819581	17820403
2	17827949	17828539
2	17835603	17836182
2	17836182	17836813
2	17837239	17838025
2	17838025	17838718
2	17843995	17844539
2	17844838	17845758
2	17867884	17868538
2	17878096	17878678
2	17883057	17883751
2	17885361	17885884
2	17885884	17886576
2	17889147	17889840
2	17890614	17891242
2	17900875	17901471
2	17905393	17906014
2	17910459	17911059
2	17926155	17926778
2	17936712	17937380
2	17945285	17945830
2	17947696	17948379
2	17992983	17993536
2	17994210	17994716
2	17999607	18000400
2	18000400	18001123
2	1800332	1800858
2	18003891	18004571
2	18004722	18005538
2	18018386	18019201
2	18045423	18046197
2	18058709	18059210
2	18083696	18084368
2	18089329	18090126
2	18090400	18091180
2	18106115	18106682
2	18106969	18107551
2	18107745	18108675
2	18111636	18112344
2	18115978	18116514
2	18118998	18119506
2	18132414	18132914
2	18135663	18136342
2	18137283	18137860
2	18137860	18138386
2	18143228	18143821
2	18161989	18162623
2	18175890	18176522
2	18183880	18184594
2	18187878	18188386
2	18191825	18192541
2	18215859	18216631
2	18225927	18226753
2	18232564	18233144
2	18236462	18237131
2	18248674	18249222
2	18251106	18251699
2	18252395	18252917
2	18257982	18258665
2	18261078	18261687
2	18267324	18268073
2	18278764	18279280
2	18279280	18279951
2	18283083	18283782
2	18300486	18301024
2	18304207	18304860
2	18309689	18310310
2	18312656	18313276
2	18315507	18316020
2	18316020	18316648
2	18322925	18323486
2	18324338	18324906
2	18327882	18328741
2	18332819	18333329
2	18339111	18339679
2	18340173	18340954
2	18344408	18344999
2	18358523	18359109
2	18368711	18369469
2	18372552	18373094
2	18373094	18373594
2	18376560	18377253
2	18399363	18399923
2	18410063	18410875
2	18422905	18423679
2	18428241	18428780
2	18432190	18432797
2	18445781	18446449
2	18455332	18455841
2	18456408	18456961
2	18461352	18461968
2	18463254	18463799
2	18463975	18464725
2	18468783	18469603
2	18480347	18481025
2	18481255	18481830
2	18482933	18483445
2	18486085	18486843
2	18488768	18489402
2	18492822	18493542
2	18493786	18494453
2	18517191	18517811
2	18520470	18520985
2	18523263	18523896
2	1852643	1853451
2	18535447	18536332
2	18536699	18537240
2	18548405	18548995
2	18557295	18557794
2	18576765	18577382
2	18578915	18579544
2	18581700	18582273
2	18587942	18588598
2	18590256	18591019
2	18592994	18593550
2	18601240	18601894
2	18605375	18605990
2	1861085	1861731
2	18615819	18616378
2	1861959	1862598
2	18620040	18620646
2	18620835	18621367
2	18623493	18624016
2	18625596	18626295
2	18626906	18627441
2	18631886	18632425
2	18640690	18641280
2	186530	187343
2	18655238	18655877
2	18669537	18670060
2	18675874	18676384
2	18681418	18682049
2	18688353	18688901
2	18696940	18697502
2	18697502	18698281
2	18706889	18707512
2	18707512	18708297
2	18714226	18715198
2	18716998	18717735
2	18727287	18727796
2	18732925	18733515
2	18735373	18736122
2	18741750	18742353
2	18779201	18779763
2	18785483	18786029
2	18786182	18786689
2	18797879	18798599
2	18802576	18803260
2	18806484	18807138
2	18810887	18811430
2	18811430	18812126
2	18814107	18814785
2	18819782	18820315
2	18822765	18823291
2	18832822	18833480
2	18833691	18834323
2	18841750	18842339
2	18854523	18855163
2	18865546	18866073
2	18873800	18874408
2	18882184	18882852
2	18889384	18889897
2	18889897	18890546
2	18893576	18894315
2	18898440	18899237
2	1890519	1891305
2	18908293	18908857
2	18909056	18909610
2	18909795	18910343
2	18914388	18915168
2	18915168	18915779
2	18922116	18923008
2	18949755	18950346
2	1895771	1896351
2	18958526	18959152
2	18960739	18961410
2	18964264	18964811
2	18964811	18965354
2	18976777	18977309
2	18981158	18981804
2	18990014	18990543
2	18999955	19000547
2	19010072	19010644
2	19012692	19013411
2	19013411	19013969
2	19014305	19015186
2	19020492	19021097
2	19027282	19027840
2	19029006	19029608
2	19029608	19030166
2	19033614	19034146
2	19038713	19039276
2	19045081	19045681
2	19046228	19047121
2	19047687	19048306
2	19048561	19049235
2	19050239	19050786
2	19050786	19051286
2	19051568	19052670
2	19057042	19057627
2	19057627	19058371
2	19070841	19071347
2	19088592	19089343
2	19093562	19094227
2	19094869	19095404
2	19095404	19096082
2	19100807	19101369
2	19113809	19114549
2	1911982	1912658
2	19130885	19131525
2	19132191	19132879
2	19135441	19136048
2	19141001	19141750
2	19146732	19147351
2	19150973	19151473
2	19156783	19157459
2	19167438	19168119
2	19179233	19179744
2	19181340	19181917
2	19182168	19182809
2	19186721	19187281
2	19190444	19191165
2	19191525	19192095
2	19194776	19195593
2	19211608	19212177
2	19215999	19216699
2	19223310	19223992
2	19237165	19237677
2	19244965	19245686
2	19255280	19255937
2	1926308	1927069
2	19281739	19282457
2	19282835	19283462
2	19287856	19288531
2	19298656	19299328
2	19304023	19304624
2	193131	193680
2	19316116	19316689
2	19335208	19335712
2	19336002	19336539
2	1935113	1935780
2	19371035	19371764
2	19375749	19376283
2	19378218	19378793
2	19391377	19391917
2	19433122	19434050
2	19447911	19448427
2	19474357	19474968
2	19486721	19487393
2	19489436	19490013
2	19492520	19493122
2	19502045	19502751
2	19506949	19507570
2	19508478	19509021
2	19542856	19543377
2	19557411	19558043
2	19559547	19560273
2	19583875	19584383
2	19584576	19585280
2	19585797	19586754
2	19586754	19587321
2	19607145	19607870
2	19612862	19613380
2	19622663	19623326
2	19640808	19641398
2	19643754	19644367
2	19667991	19668578
2	19668578	19669209
2	19670077	19670754
2	1967893	1968588
2	19697120	19697774
2	1991159	1991669
2	2027042	2027600
2	202787	203444
2	2073713	2074610
2	2117519	2118128
2	2121794	2122391
2	215635	216337
2	2180369	2180942
2	2201318	2201834
2	2236073	2236732
2	228124	228720
2	2286780	2287474
2	2289357	2289945
2	2331060	2331706
2	234286	234786
2	234786	235290
2	2362031	2362658
2	239156	239809
2	2424784	2425387
2	243296	244022
2	2457332	2458009
2	2460152	2460778
2	253754	254294
2	2570521	2571885
2	258811	259524
2	263343	263901
2	264281	265148
2	2703401	2704170
2	2762058	2762608
2	2871176	2871854
2	2894218	2894917
2	2931096	2931622
2	295894	296797
2	2974403	2975091
2	298994	299537
2	2995444	2996265
2	3057114	3057772
2	3092729	3093512
2	3191	3800
2	3249279	3249962
2	3253574	3254131
2	3255521	3256145
2	3259908	3260455
2	3282153	3282754
2	3284669	3285336
2	3285336	3286156
2	3292342	3293137
2	3331398	3332108
2	3367097	3367730
2	3376368	3376935
2	3378462	3379041
2	3435168	3436023
2	3436023	3436769
2	3436769	3437446
2	3461979	3462530
2	3462928	3463442
2	352897	353547
2	356891	357493
2	3575209	3575889
2	3595026	3595819
2	361165	361753
2	362071	362703
2	368728	369359
2	3782311	3782978
2	399213	399735
2	400352	400855
2	404807	405373
2	4067719	4068396
2	4070535	4071052
2	4081246	4081902
2	4083963	4084561
2	4103499	4104313
2	4108866	4109753
2	415298	416015
2	416484	417013
2	428464	429018
2	429398	429963
2	4313611	4314220
2	431903	432572
2	439085	439616
2	4416179	4416907
2	4439529	4440178
2	449103	449619
2	4618498	4619045
2	467198	467868
2	468831	469342
2	4724699	4725261
2	4742749	4743324
2	477389	478230
2	4802396	4802937
2	504553	505061
2	5049250	5049820
2	5051641	5052198
2	5052748	5053338
2	509379	510119
2	510341	511080
2	5114033	5114873
2	521443	522250
2	522844	523453
2	5287270	5287986
2	5438776	5439298
2	5507543	5508058
2	5541105	5541706
2	5542223	5543078
2	5556426	5557150
2	5587180	5587905
2	559638	560171
2	5690708	5691266
2	5691720	5692231
2	5733880	5734525
2	5738980	5739591
2	5752405	5752933
2	5757126	5757679
2	5766562	5767162
2	5787631	5788324
2	583331	583936
2	5835169	5835822
2	5835824	5836636
2	5865176	5865949
2	587760	588331
2	588835	589389
2	589389	589970
2	5923695	5924489
2	6017933	6018690
2	6036387	6036961
2	6049210	6049782
2	6112427	6113110
2	6142195	6142733
2	6147947	6148624
2	6166156	6166678
2	6168493	6169124
2	621150	621706
2	6212340	6212876
2	6271380	6271971
2	6315608	6316122
2	6321248	6321758
2	6380809	6381432
2	6385522	6386263
2	6392524	6393244
2	6398552	6399115
2	640350	641225
2	6410510	6411266
2	6454354	6455275
2	646609	647358
2	647358	648004
2	6493316	6493997
2	6512621	6513176
2	651535	652246
2	6541415	6542023
2	660430	661034
2	6677747	6678304
2	6708649	6709303
2	6711545	6712221
2	6735639	6736422
2	6742925	6743490
2	6745093	6745623
2	6772561	6773235
2	6798842	6799490
2	6823813	6824349
2	685687	686339
2	6874746	6875422
2	6891837	6892418
2	689437	690310
2	6894550	6895188
2	6895188	6895865
2	6917322	6917999
2	6925770	6926602
2	6946331	6946916
